,sensor_id,time,incoming,outgoing,range,date,hour,minute,total,location_name
202,52,2021-06-17 12:18:28.245926+00:00,0,1,1min,2021-06-17,12,18,1,reitan_7eleven_carlberner
203,52,2021-06-17 12:19:10.534539+00:00,1,1,1min,2021-06-17,12,19,2,reitan_7eleven_carlberner
204,52,2021-06-17 12:19:58.756403+00:00,1,0,1min,2021-06-17,12,19,1,reitan_7eleven_carlberner
205,52,2021-06-17 12:22:41.775759+00:00,0,1,1min,2021-06-17,12,22,1,reitan_7eleven_carlberner
206,52,2021-06-17 12:22:56.890879+00:00,0,1,1min,2021-06-17,12,22,1,reitan_7eleven_carlberner
207,52,2021-06-17 12:23:30.125292+00:00,1,1,1min,2021-06-17,12,23,2,reitan_7eleven_carlberner
208,52,2021-06-17 12:25:00.524592+00:00,2,0,1min,2021-06-17,12,25,2,reitan_7eleven_carlberner
209,52,2021-06-17 12:28:52.889075+00:00,1,1,1min,2021-06-17,12,28,2,reitan_7eleven_carlberner
210,52,2021-06-17 12:35:49.516742+00:00,0,1,1min,2021-06-17,12,35,1,reitan_7eleven_carlberner
211,52,2021-06-17 12:36:52.914806+00:00,1,0,1min,2021-06-17,12,36,1,reitan_7eleven_carlberner
212,52,2021-06-17 12:43:22.487855+00:00,0,1,1min,2021-06-17,12,43,1,reitan_7eleven_carlberner
213,52,2021-06-17 12:45:02.212442+00:00,1,0,1min,2021-06-17,12,45,1,reitan_7eleven_carlberner
214,52,2021-06-17 12:46:29.732052+00:00,0,1,1min,2021-06-17,12,46,1,reitan_7eleven_carlberner
215,52,2021-06-17 12:47:48.272644+00:00,1,0,1min,2021-06-17,12,47,1,reitan_7eleven_carlberner
216,52,2021-06-17 12:49:03.770980+00:00,0,1,1min,2021-06-17,12,49,1,reitan_7eleven_carlberner
217,52,2021-06-17 12:50:37.420047+00:00,1,0,1min,2021-06-17,12,50,1,reitan_7eleven_carlberner
218,52,2021-06-17 12:56:39.847049+00:00,0,1,1min,2021-06-17,12,56,1,reitan_7eleven_carlberner
219,52,2021-06-17 12:57:10.059835+00:00,1,1,1min,2021-06-17,12,57,2,reitan_7eleven_carlberner
220,52,2021-06-17 12:59:37.842360+00:00,1,1,1min,2021-06-17,12,59,2,reitan_7eleven_carlberner
221,52,2021-06-17 12:59:59.006130+00:00,0,1,1min,2021-06-17,12,59,1,reitan_7eleven_carlberner
222,52,2021-06-17 13:00:59.465934+00:00,1,0,1min,2021-06-17,13,0,1,reitan_7eleven_carlberner
223,52,2021-06-17 13:01:20.609838+00:00,1,0,1min,2021-06-17,13,1,1,reitan_7eleven_carlberner
224,52,2021-06-17 13:02:02.802382+00:00,0,1,1min,2021-06-17,13,2,1,reitan_7eleven_carlberner
225,52,2021-06-17 13:02:47.976562+00:00,1,0,1min,2021-06-17,13,2,1,reitan_7eleven_carlberner
226,52,2021-06-17 13:13:01.009155+00:00,0,2,1min,2021-06-17,13,13,2,reitan_7eleven_carlberner
227,52,2021-06-17 13:15:10.833012+00:00,1,0,1min,2021-06-17,13,15,1,reitan_7eleven_carlberner
228,52,2021-06-17 13:16:47.327955+00:00,1,0,1min,2021-06-17,13,16,1,reitan_7eleven_carlberner
229,52,2021-06-17 13:19:00.084540+00:00,0,1,1min,2021-06-17,13,19,1,reitan_7eleven_carlberner
230,52,2021-06-17 13:19:39.314333+00:00,0,1,1min,2021-06-17,13,19,1,reitan_7eleven_carlberner
231,52,2021-06-17 13:20:24.576722+00:00,1,1,1min,2021-06-17,13,20,2,reitan_7eleven_carlberner
232,52,2021-06-17 13:20:33.629528+00:00,1,0,1min,2021-06-17,13,20,1,reitan_7eleven_carlberner
233,52,2021-06-17 13:22:25.346249+00:00,0,1,1min,2021-06-17,13,22,1,reitan_7eleven_carlberner
234,52,2021-06-17 13:22:55.617264+00:00,1,0,1min,2021-06-17,13,22,1,reitan_7eleven_carlberner
235,52,2021-06-17 13:24:08.079886+00:00,1,0,1min,2021-06-17,13,24,1,reitan_7eleven_carlberner
236,52,2021-06-17 13:27:27.499416+00:00,0,1,1min,2021-06-17,13,27,1,reitan_7eleven_carlberner
237,52,2021-06-17 13:28:06.763522+00:00,1,0,1min,2021-06-17,13,28,1,reitan_7eleven_carlberner
238,52,2021-06-17 13:30:13.499180+00:00,1,1,1min,2021-06-17,13,30,2,reitan_7eleven_carlberner
239,52,2021-06-17 13:30:58.757236+00:00,0,1,1min,2021-06-17,13,30,1,reitan_7eleven_carlberner
240,52,2021-06-17 13:31:25.920238+00:00,1,0,1min,2021-06-17,13,31,1,reitan_7eleven_carlberner
241,52,2021-06-17 13:32:11.224171+00:00,0,1,1min,2021-06-17,13,32,1,reitan_7eleven_carlberner
242,52,2021-06-17 13:33:20.685750+00:00,1,0,1min,2021-06-17,13,33,1,reitan_7eleven_carlberner
243,52,2021-06-17 13:33:59.970362+00:00,0,1,1min,2021-06-17,13,33,1,reitan_7eleven_carlberner
244,52,2021-06-17 13:35:45.565938+00:00,0,1,1min,2021-06-17,13,35,1,reitan_7eleven_carlberner
245,52,2021-06-17 13:37:28.153768+00:00,1,0,1min,2021-06-17,13,37,1,reitan_7eleven_carlberner
246,52,2021-06-17 13:40:53.558169+00:00,0,1,1min,2021-06-17,13,40,1,reitan_7eleven_carlberner
247,52,2021-06-17 13:41:05.669801+00:00,0,1,1min,2021-06-17,13,41,1,reitan_7eleven_carlberner
248,52,2021-06-17 13:42:03.057068+00:00,1,0,1min,2021-06-17,13,42,1,reitan_7eleven_carlberner
249,52,2021-06-17 13:46:16.645759+00:00,1,0,1min,2021-06-17,13,46,1,reitan_7eleven_carlberner
250,52,2021-06-17 13:47:19.933607+00:00,0,1,1min,2021-06-17,13,47,1,reitan_7eleven_carlberner
251,52,2021-06-17 13:48:17.192294+00:00,1,0,1min,2021-06-17,13,48,1,reitan_7eleven_carlberner
252,52,2021-06-17 13:50:02.908828+00:00,0,1,1min,2021-06-17,13,50,1,reitan_7eleven_carlberner
253,52,2021-06-17 13:50:45.171951+00:00,2,2,1min,2021-06-17,13,50,4,reitan_7eleven_carlberner
254,52,2021-06-17 13:55:35.022297+00:00,0,1,1min,2021-06-17,13,55,1,reitan_7eleven_carlberner
255,52,2021-06-17 13:58:18.175098+00:00,1,0,1min,2021-06-17,13,58,1,reitan_7eleven_carlberner
256,52,2021-06-17 14:00:34.079314+00:00,1,0,1min,2021-06-17,14,0,1,reitan_7eleven_carlberner
257,52,2021-06-17 14:08:13.159713+00:00,0,1,1min,2021-06-17,14,8,1,reitan_7eleven_carlberner
258,52,2021-06-17 14:09:46.758633+00:00,0,1,1min,2021-06-17,14,9,1,reitan_7eleven_carlberner
259,52,2021-06-17 14:11:26.458790+00:00,1,0,1min,2021-06-17,14,11,1,reitan_7eleven_carlberner
260,52,2021-06-17 14:14:36.715533+00:00,1,0,1min,2021-06-17,14,14,1,reitan_7eleven_carlberner
261,52,2021-06-17 14:20:30.083455+00:00,0,2,1min,2021-06-17,14,20,2,reitan_7eleven_carlberner
262,52,2021-06-17 14:21:48.735213+00:00,1,1,1min,2021-06-17,14,21,2,reitan_7eleven_carlberner
263,52,2021-06-17 14:23:58.538172+00:00,0,1,1min,2021-06-17,14,23,1,reitan_7eleven_carlberner
264,52,2021-06-17 14:24:19.702123+00:00,1,0,1min,2021-06-17,14,24,1,reitan_7eleven_carlberner
265,52,2021-06-17 14:25:56.407629+00:00,0,1,1min,2021-06-17,14,25,1,reitan_7eleven_carlberner
266,52,2021-06-17 14:26:17.539591+00:00,1,1,1min,2021-06-17,14,26,2,reitan_7eleven_carlberner
267,52,2021-06-17 14:27:17.944515+00:00,0,1,1min,2021-06-17,14,27,1,reitan_7eleven_carlberner
268,52,2021-06-17 14:28:12.229028+00:00,1,0,1min,2021-06-17,14,28,1,reitan_7eleven_carlberner
269,52,2021-06-17 14:32:16.693480+00:00,1,0,1min,2021-06-17,14,32,1,reitan_7eleven_carlberner
270,52,2021-06-17 14:34:05.448237+00:00,0,1,1min,2021-06-17,14,34,1,reitan_7eleven_carlberner
271,52,2021-06-17 14:34:44.633545+00:00,1,0,1min,2021-06-17,14,34,1,reitan_7eleven_carlberner
272,52,2021-06-17 14:36:27.303914+00:00,0,1,1min,2021-06-17,14,36,1,reitan_7eleven_carlberner
273,52,2021-06-17 14:36:45.441469+00:00,1,0,1min,2021-06-17,14,36,1,reitan_7eleven_carlberner
274,52,2021-06-17 14:38:13.049989+00:00,0,1,1min,2021-06-17,14,38,1,reitan_7eleven_carlberner
275,52,2021-06-17 14:39:04.435185+00:00,0,1,1min,2021-06-17,14,39,1,reitan_7eleven_carlberner
276,52,2021-06-17 14:39:16.522547+00:00,0,1,1min,2021-06-17,14,39,1,reitan_7eleven_carlberner
277,52,2021-06-17 14:39:40.702314+00:00,0,1,1min,2021-06-17,14,39,1,reitan_7eleven_carlberner
278,52,2021-06-17 14:40:16.943615+00:00,0,1,1min,2021-06-17,14,40,1,reitan_7eleven_carlberner
279,52,2021-06-17 14:40:38.061161+00:00,1,0,1min,2021-06-17,14,40,1,reitan_7eleven_carlberner
280,52,2021-06-17 14:40:53.179557+00:00,1,0,1min,2021-06-17,14,40,1,reitan_7eleven_carlberner
281,52,2021-06-17 14:42:05.545511+00:00,1,0,1min,2021-06-17,14,42,1,reitan_7eleven_carlberner
282,52,2021-06-17 14:44:27.536043+00:00,0,1,1min,2021-06-17,14,44,1,reitan_7eleven_carlberner
283,52,2021-06-17 14:44:54.688113+00:00,0,1,1min,2021-06-17,14,44,1,reitan_7eleven_carlberner
284,52,2021-06-17 14:45:33.902667+00:00,0,1,1min,2021-06-17,14,45,1,reitan_7eleven_carlberner
285,52,2021-06-17 14:45:36.911233+00:00,0,1,1min,2021-06-17,14,45,1,reitan_7eleven_carlberner
286,52,2021-06-17 14:45:55.004385+00:00,1,0,1min,2021-06-17,14,45,1,reitan_7eleven_carlberner
287,52,2021-06-17 14:45:58.035835+00:00,0,1,1min,2021-06-17,14,45,1,reitan_7eleven_carlberner
288,52,2021-06-17 14:46:19.159772+00:00,1,0,1min,2021-06-17,14,46,1,reitan_7eleven_carlberner
289,52,2021-06-17 14:46:31.220672+00:00,0,1,1min,2021-06-17,14,46,1,reitan_7eleven_carlberner
290,52,2021-06-17 14:47:46.754342+00:00,1,1,1min,2021-06-17,14,47,2,reitan_7eleven_carlberner
291,52,2021-06-17 14:48:47.065859+00:00,0,1,1min,2021-06-17,14,48,1,reitan_7eleven_carlberner
292,52,2021-06-17 14:49:05.196779+00:00,1,0,1min,2021-06-17,14,49,1,reitan_7eleven_carlberner
293,52,2021-06-17 14:51:06.046368+00:00,0,1,1min,2021-06-17,14,51,1,reitan_7eleven_carlberner
294,52,2021-06-17 14:52:30.488203+00:00,0,1,1min,2021-06-17,14,52,1,reitan_7eleven_carlberner
295,52,2021-06-17 14:52:57.648131+00:00,0,1,1min,2021-06-17,14,52,1,reitan_7eleven_carlberner
296,52,2021-06-17 14:57:47.425345+00:00,0,1,1min,2021-06-17,14,57,1,reitan_7eleven_carlberner
297,52,2021-06-17 14:58:14.567828+00:00,0,4,1min,2021-06-17,14,58,4,reitan_7eleven_carlberner
298,52,2021-06-17 15:00:21.412843+00:00,2,0,1min,2021-06-17,15,0,2,reitan_7eleven_carlberner
299,52,2021-06-17 15:00:54.551744+00:00,0,1,1min,2021-06-17,15,0,1,reitan_7eleven_carlberner
300,52,2021-06-17 15:01:09.609217+00:00,0,1,1min,2021-06-17,15,1,1,reitan_7eleven_carlberner
301,52,2021-06-17 15:02:10.016886+00:00,1,2,1min,2021-06-17,15,2,3,reitan_7eleven_carlberner
302,52,2021-06-17 15:02:16.062997+00:00,1,0,1min,2021-06-17,15,2,1,reitan_7eleven_carlberner
303,52,2021-06-17 15:02:49.268989+00:00,0,1,1min,2021-06-17,15,2,1,reitan_7eleven_carlberner
304,52,2021-06-17 15:03:37.536023+00:00,1,0,1min,2021-06-17,15,3,1,reitan_7eleven_carlberner
305,52,2021-06-17 15:04:34.937610+00:00,0,1,1min,2021-06-17,15,4,1,reitan_7eleven_carlberner
306,52,2021-06-17 15:05:41.336775+00:00,1,0,1min,2021-06-17,15,5,1,reitan_7eleven_carlberner
307,52,2021-06-17 15:07:39.033508+00:00,1,0,1min,2021-06-17,15,7,1,reitan_7eleven_carlberner
308,52,2021-06-17 15:09:21.676322+00:00,1,1,1min,2021-06-17,15,9,2,reitan_7eleven_carlberner
309,52,2021-06-17 15:09:57.868656+00:00,1,0,1min,2021-06-17,15,9,1,reitan_7eleven_carlberner
310,52,2021-06-17 15:16:24.280659+00:00,0,2,1min,2021-06-17,15,16,2,reitan_7eleven_carlberner
311,52,2021-06-17 15:16:57.475933+00:00,1,0,1min,2021-06-17,15,16,1,reitan_7eleven_carlberner
312,52,2021-06-17 15:18:34.090183+00:00,0,2,1min,2021-06-17,15,18,2,reitan_7eleven_carlberner
313,52,2021-06-17 15:19:22.352316+00:00,2,0,1min,2021-06-17,15,19,2,reitan_7eleven_carlberner
314,52,2021-06-17 15:19:43.464217+00:00,0,1,1min,2021-06-17,15,19,1,reitan_7eleven_carlberner
315,52,2021-06-17 15:20:55.912103+00:00,2,0,1min,2021-06-17,15,20,2,reitan_7eleven_carlberner
316,52,2021-06-17 15:27:10.532042+00:00,0,1,1min,2021-06-17,15,27,1,reitan_7eleven_carlberner
317,52,2021-06-17 15:28:16.883356+00:00,0,1,1min,2021-06-17,15,28,1,reitan_7eleven_carlberner
318,52,2021-06-17 15:30:11.698843+00:00,1,1,1min,2021-06-17,15,30,2,reitan_7eleven_carlberner
319,52,2021-06-17 15:31:21.177956+00:00,0,1,1min,2021-06-17,15,31,1,reitan_7eleven_carlberner
320,52,2021-06-17 15:33:55.235153+00:00,1,0,1min,2021-06-17,15,33,1,reitan_7eleven_carlberner
321,52,2021-06-17 15:35:34.840383+00:00,1,0,1min,2021-06-17,15,35,1,reitan_7eleven_carlberner
322,52,2021-06-17 15:39:39.504522+00:00,0,1,1min,2021-06-17,15,39,1,reitan_7eleven_carlberner
323,52,2021-06-17 15:40:27.803004+00:00,0,1,1min,2021-06-17,15,40,1,reitan_7eleven_carlberner
324,52,2021-06-17 15:42:10.569531+00:00,0,1,1min,2021-06-17,15,42,1,reitan_7eleven_carlberner
325,52,2021-06-17 15:42:16.607954+00:00,1,0,1min,2021-06-17,15,42,1,reitan_7eleven_carlberner
326,52,2021-06-17 15:42:52.853049+00:00,0,1,1min,2021-06-17,15,42,1,reitan_7eleven_carlberner
327,52,2021-06-17 15:43:59.270858+00:00,0,2,1min,2021-06-17,15,43,2,reitan_7eleven_carlberner
328,52,2021-06-17 15:44:41.571222+00:00,1,1,1min,2021-06-17,15,44,2,reitan_7eleven_carlberner
329,52,2021-06-17 15:44:59.687641+00:00,1,0,1min,2021-06-17,15,44,1,reitan_7eleven_carlberner
330,52,2021-06-17 15:45:20.813400+00:00,1,0,1min,2021-06-17,15,45,1,reitan_7eleven_carlberner
331,52,2021-06-17 15:45:32.856979+00:00,1,0,1min,2021-06-17,15,45,1,reitan_7eleven_carlberner
332,52,2021-06-17 15:47:27.490401+00:00,0,1,1min,2021-06-17,15,47,1,reitan_7eleven_carlberner
333,52,2021-06-17 15:49:37.433362+00:00,1,0,1min,2021-06-17,15,49,1,reitan_7eleven_carlberner
334,52,2021-06-17 15:50:16.698380+00:00,1,1,1min,2021-06-17,15,50,2,reitan_7eleven_carlberner
335,52,2021-06-17 15:54:00.216933+00:00,1,0,1min,2021-06-17,15,54,1,reitan_7eleven_carlberner
336,52,2021-06-17 15:55:57.984929+00:00,1,0,1min,2021-06-17,15,55,1,reitan_7eleven_carlberner
337,52,2021-06-17 15:58:19.839144+00:00,0,2,1min,2021-06-17,15,58,2,reitan_7eleven_carlberner
338,52,2021-06-17 16:04:13.461147+00:00,0,1,1min,2021-06-17,16,4,1,reitan_7eleven_carlberner
339,52,2021-06-17 16:07:17.599686+00:00,0,1,1min,2021-06-17,16,7,1,reitan_7eleven_carlberner
340,52,2021-06-17 16:07:38.726153+00:00,0,2,1min,2021-06-17,16,7,2,reitan_7eleven_carlberner
341,52,2021-06-17 16:07:47.766470+00:00,1,0,1min,2021-06-17,16,7,1,reitan_7eleven_carlberner
342,52,2021-06-17 16:08:17.980998+00:00,1,0,1min,2021-06-17,16,8,1,reitan_7eleven_carlberner
343,52,2021-06-17 16:08:57.163163+00:00,0,1,1min,2021-06-17,16,8,1,reitan_7eleven_carlberner
344,52,2021-06-17 16:11:03.889759+00:00,1,1,1min,2021-06-17,16,11,2,reitan_7eleven_carlberner
345,52,2021-06-17 16:13:25.733302+00:00,0,1,1min,2021-06-17,16,13,1,reitan_7eleven_carlberner
346,52,2021-06-17 16:14:02.031596+00:00,0,1,1min,2021-06-17,16,14,1,reitan_7eleven_carlberner
347,52,2021-06-17 16:15:23.593923+00:00,0,1,1min,2021-06-17,16,15,1,reitan_7eleven_carlberner
348,52,2021-06-17 16:16:08.911524+00:00,0,1,1min,2021-06-17,16,16,1,reitan_7eleven_carlberner
349,52,2021-06-17 16:20:52.978200+00:00,0,1,1min,2021-06-17,16,20,1,reitan_7eleven_carlberner
350,52,2021-06-17 16:21:50.353054+00:00,0,1,1min,2021-06-17,16,21,1,reitan_7eleven_carlberner
351,52,2021-06-17 16:22:44.630708+00:00,1,0,1min,2021-06-17,16,22,1,reitan_7eleven_carlberner
352,52,2021-06-17 16:22:59.759430+00:00,1,0,1min,2021-06-17,16,22,1,reitan_7eleven_carlberner
353,52,2021-06-17 16:25:36.890154+00:00,0,1,1min,2021-06-17,16,25,1,reitan_7eleven_carlberner
354,52,2021-06-17 16:26:19.114262+00:00,1,1,1min,2021-06-17,16,26,2,reitan_7eleven_carlberner
355,52,2021-06-17 16:27:13.492316+00:00,1,0,1min,2021-06-17,16,27,1,reitan_7eleven_carlberner
356,52,2021-06-17 16:34:49.635084+00:00,0,1,1min,2021-06-17,16,34,1,reitan_7eleven_carlberner
357,52,2021-06-17 16:35:38.028250+00:00,1,0,1min,2021-06-17,16,35,1,reitan_7eleven_carlberner
358,52,2021-06-17 16:39:03.436924+00:00,0,2,1min,2021-06-17,16,39,2,reitan_7eleven_carlberner
359,52,2021-06-17 16:39:18.527690+00:00,1,1,1min,2021-06-17,16,39,2,reitan_7eleven_carlberner
360,52,2021-06-17 16:39:39.669957+00:00,1,0,1min,2021-06-17,16,39,1,reitan_7eleven_carlberner
361,52,2021-06-17 16:47:24.952930+00:00,0,1,1min,2021-06-17,16,47,1,reitan_7eleven_carlberner
362,52,2021-06-17 16:48:10.304656+00:00,1,0,1min,2021-06-17,16,48,1,reitan_7eleven_carlberner
363,52,2021-06-17 16:52:35.904498+00:00,0,1,1min,2021-06-17,16,52,1,reitan_7eleven_carlberner
364,52,2021-06-17 16:55:19.010064+00:00,0,1,1min,2021-06-17,16,55,1,reitan_7eleven_carlberner
365,52,2021-06-17 16:55:49.201763+00:00,1,0,1min,2021-06-17,16,55,1,reitan_7eleven_carlberner
366,52,2021-06-17 16:56:28.492448+00:00,0,1,1min,2021-06-17,16,56,1,reitan_7eleven_carlberner
367,52,2021-06-17 16:59:23.769149+00:00,1,0,1min,2021-06-17,16,59,1,reitan_7eleven_carlberner
368,52,2021-06-17 17:01:39.507338+00:00,0,1,1min,2021-06-17,17,1,1,reitan_7eleven_carlberner
369,52,2021-06-17 17:02:58.050663+00:00,1,1,1min,2021-06-17,17,2,2,reitan_7eleven_carlberner
370,52,2021-06-17 17:04:22.618385+00:00,1,0,1min,2021-06-17,17,4,1,reitan_7eleven_carlberner
371,52,2021-06-17 17:07:20.681622+00:00,0,1,1min,2021-06-17,17,7,1,reitan_7eleven_carlberner
372,52,2021-06-17 17:07:56.804518+00:00,1,1,1min,2021-06-17,17,7,2,reitan_7eleven_carlberner
373,52,2021-06-17 17:11:19.108013+00:00,0,1,1min,2021-06-17,17,11,1,reitan_7eleven_carlberner
374,52,2021-06-17 17:12:40.606113+00:00,1,0,1min,2021-06-17,17,12,1,reitan_7eleven_carlberner
375,52,2021-06-17 17:21:07.949882+00:00,0,1,1min,2021-06-17,17,21,1,reitan_7eleven_carlberner
376,52,2021-06-17 17:21:47.187093+00:00,1,0,1min,2021-06-17,17,21,1,reitan_7eleven_carlberner
377,52,2021-06-17 17:23:56.991435+00:00,0,1,1min,2021-06-17,17,23,1,reitan_7eleven_carlberner
378,52,2021-06-17 17:25:12.511119+00:00,1,0,1min,2021-06-17,17,25,1,reitan_7eleven_carlberner
379,52,2021-06-17 17:25:45.677337+00:00,0,1,1min,2021-06-17,17,25,1,reitan_7eleven_carlberner
380,52,2021-06-17 17:26:21.881529+00:00,1,0,1min,2021-06-17,17,26,1,reitan_7eleven_carlberner
381,52,2021-06-17 17:31:57.416828+00:00,1,2,1min,2021-06-17,17,31,3,reitan_7eleven_carlberner
382,52,2021-06-17 17:32:00.431715+00:00,1,0,1min,2021-06-17,17,32,1,reitan_7eleven_carlberner
383,52,2021-06-17 17:32:03.454806+00:00,1,0,1min,2021-06-17,17,32,1,reitan_7eleven_carlberner
384,52,2021-06-17 17:37:29.654017+00:00,0,1,1min,2021-06-17,17,37,1,reitan_7eleven_carlberner
385,52,2021-06-17 17:37:47.740655+00:00,1,0,1min,2021-06-17,17,37,1,reitan_7eleven_carlberner
386,52,2021-06-17 17:39:00.280343+00:00,0,1,1min,2021-06-17,17,39,1,reitan_7eleven_carlberner
387,52,2021-06-17 17:39:39.571425+00:00,2,0,1min,2021-06-17,17,39,2,reitan_7eleven_carlberner
388,52,2021-06-17 17:40:55.048753+00:00,1,0,1min,2021-06-17,17,40,1,reitan_7eleven_carlberner
389,52,2021-06-17 17:41:37.348070+00:00,0,1,1min,2021-06-17,17,41,1,reitan_7eleven_carlberner
390,52,2021-06-17 17:45:51.133861+00:00,0,1,1min,2021-06-17,17,45,1,reitan_7eleven_carlberner
391,52,2021-06-17 17:46:15.330696+00:00,0,1,1min,2021-06-17,17,46,1,reitan_7eleven_carlberner
392,52,2021-06-17 17:49:07.472644+00:00,0,1,1min,2021-06-17,17,49,1,reitan_7eleven_carlberner
393,52,2021-06-17 17:49:43.739062+00:00,0,1,1min,2021-06-17,17,49,1,reitan_7eleven_carlberner
394,52,2021-06-17 17:50:53.200907+00:00,0,1,1min,2021-06-17,17,50,1,reitan_7eleven_carlberner
395,52,2021-06-17 17:51:29.463795+00:00,1,0,1min,2021-06-17,17,51,1,reitan_7eleven_carlberner
396,52,2021-06-17 17:51:53.626914+00:00,0,1,1min,2021-06-17,17,51,1,reitan_7eleven_carlberner
397,52,2021-06-17 17:52:05.682395+00:00,1,0,1min,2021-06-17,17,52,1,reitan_7eleven_carlberner
398,52,2021-06-17 17:52:57.084499+00:00,1,0,1min,2021-06-17,17,52,1,reitan_7eleven_carlberner
399,52,2021-06-17 17:53:36.296561+00:00,1,0,1min,2021-06-17,17,53,1,reitan_7eleven_carlberner
400,52,2021-06-17 17:58:35.520679+00:00,0,1,1min,2021-06-17,17,58,1,reitan_7eleven_carlberner
401,52,2021-06-17 17:59:35.852051+00:00,1,0,1min,2021-06-17,17,59,1,reitan_7eleven_carlberner
402,52,2021-06-17 17:59:57.027851+00:00,0,1,1min,2021-06-17,17,59,1,reitan_7eleven_carlberner
